"ZIPCODE","state","Total.population","TRI"
62334,"IL",0.0104,1.1532258065
62336,"IL",0.0071,0.5357142857
62341,"IL",0.3538,1.3956518025
62354,"IL",0.1685,2.1344276736
62358,"IL",0.0895,2.0153626595
62367,"IL",0.1086,2.3271983354
62373,"IL",0.0396,2.5919643913
62379,"IL",0.1823,1.604379592
62380,"IL",0.037,1.9243005415
62919,"IL",0.1021,6.3610716132
62931,"IL",0.1404,5.8364428917
62982,"IL",0.1352,3.9326872363
61418,"IL",0.0637,1.8775617186
61425,"IL",0.026,0.9205739427
61437,"IL",0.1044,1.3759907695
61454,"IL",0.0516,2.2978550095
61460,"IL",0.023,1.3545492992
61469,"IL",0.2263,1.8892890433
61471,"IL",0.0097,2.640625
61480,"IL",0.1412,1.7107365354
61234,"IL",0.1371,0.8044421936
61235,"IL",0.1439,1.6769066945
61238,"IL",0.3058,2.1361033406
61241,"IL",0.6768,2.213919214
61254,"IL",1.1263,1.5933041211
61258,"IL",0.0293,0.5549450549
61262,"IL",0.1277,2.2916910617
61273,"IL",0.3328,1.900361993
61274,"IL",0.0254,1.4438932603
61413,"IL",0.0941,1.9059586343
61419,"IL",0.0137,2.1726190476
61434,"IL",0.3219,1.8665870488
61443,"IL",1.3867,2.6345254515
61468,"IL",0.0127,1.0476445396
61490,"IL",0.1443,1.6488114402
60911,"IL",0.1569,0.3077726256
60912,"IL",0.0649,0.5363561126
60918,"IL",0.086,0.5885877735
60922,"IL",0.2364,0.7118159596
60924,"IL",0.1583,0.4431352459
60926,"IL",0.002,0.4821975498
60927,"IL",0.2413,0.4676343129
60928,"IL",0.0808,0.345290832
60930,"IL",0.0803,0.3105273287
60931,"IL",0.0546,0.6943755739
60938,"IL",0.1991,0.3742342715
60945,"IL",0.0185,1.5247933884
60948,"IL",0.1468,0.8333333333
60951,"IL",0.0731,0.534474579
60953,"IL",0.2447,0.5968236536
60955,"IL",0.1845,0.3896092838
60966,"IL",0.1547,0.6369971771
60968,"IL",0.0316,0.7836802828
60970,"IL",0.7161,0.6838447215
60973,"IL",0.048,0.5723740523
60974,"IL",0.0393,1.1199845679
62901,"IL",2.7557,1.55871918
62902,"IL",0.4534,3.4571228561
62903,"IL",0.2711,5.1285788382
62907,"IL",0.2212,5.3408241222
62916,"IL",0.0869,2.837482173
62924,"IL",0.2735,1.6759473314
62927,"IL",0.0242,0.7270408163
62932,"IL",0.1843,0.9006847432
62940,"IL",0.0392,1.8224471977
62942,"IL",0.0492,2.3968010092
62950,"IL",0.0246,0.8314262434
62958,"IL",0.2075,6.2825942705
62966,"IL",1.5751,3.4916856492
62975,"IL",0.0373,8.4100084698
62994,"IL",0.0597,1.3200704635
62432,"IL",0.0415,0.8475682733
62448,"IL",0.6042,1.0878117997
62459,"IL",0.0255,0.851744186
62475,"IL",0.0314,0.630472103
62479,"IL",0.0919,0.6847754429
62480,"IL",0.05,0.6487518131
62481,"IL",0.0279,0.9266082573
62810,"IL",0.0992,1.1455961867
62814,"IL",0.1967,1.8936992745
62816,"IL",0.143,0.8161382674
62830,"IL",0.1388,1.7555829355
62846,"IL",0.2539,0.9034026997
62864,"IL",2.4068,1.707692885
62872,"IL",0.1264,1.5514733222
62883,"IL",0.0813,1.5610707706
62889,"IL",0.1006,2.0441772885
62894,"IL",0.0912,1.0568266542
62898,"IL",0.209,1.5375252525
62022,"IL",0.0916,3.2286776667
62028,"IL",0.1386,7.525
62030,"IL",0.014,0.9204545455
62031,"IL",0.0823,5.137189992
62037,"IL",0.1971,7.1904916937
62052,"IL",1.3323,2.0763816475
62063,"IL",0.1062,1.7876163623
61001,"IL",0.1228,4.1263321492
61025,"IL",0.4749,5.1593287526
61028,"IL",0.1982,6.526742231
61036,"IL",0.6732,6.8920195896
61041,"IL",0.1069,7.4059585492
61059,"IL",0.0167,1.8287259615
61075,"IL",0.1013,5.7725414861
61085,"IL",0.3512,4.5669193533
61087,"IL",0.1691,3.034097203
62908,"IL",0.0497,2.2920784634
62912,"IL",0.121,3.7690032049
62923,"IL",0.051,3.0734820775
62939,"IL",0.3219,5.7433165631
62943,"IL",0.0676,4.1780072381
62967,"IL",0.0293,5.8336727766
62972,"IL",0.1023,6.0834499479
62985,"IL",0.1233,5.266773399
62995,"IL",0.5148,4.5167810293
60109,"IL",0.056,0.884710452
60110,"IL",3.9204,2.3269361413
60118,"IL",1.5442,2.336868231
60119,"IL",1.038,1.3973583113
60120,"IL",5.0154,1.9010952031
60123,"IL",4.9054,1.6058658392
60124,"IL",2.0447,1.4237808175
60134,"IL",2.929,1.4852118305
60136,"IL",0.7276,1.137204142
60140,"IL",1.4509,1.0531139464
60144,"IL",0.0079,0.0833333333
60151,"IL",0.4333,0.8175453991
60174,"IL",3.1437,1.8739925158
60175,"IL",2.6068,1.9278828775
60177,"IL",2.281,1.7894460028
60505,"IL",7.4553,1.495473665
60506,"IL",5.6384,0.8352658062
60510,"IL",2.9115,1.246694758
60511,"IL",0.153,0.906915644
60539,"IL",0.0328,1.4341397849
60542,"IL",1.7107,1.3841673857
60554,"IL",1.1691,0.9624361356
60901,"IL",3.6519,0.6295599586
60910,"IL",0.0454,0.9011824324
60913,"IL",0.1295,0.5467448036
60914,"IL",2.9196,0.834057072
60915,"IL",1.0318,0.9255490956
60917,"IL",0.0634,0.5008258344
60935,"IL",0.126,0.6184581976
60940,"IL",0.3636,0.8656575213
60941,"IL",0.1962,0.5814185111
60950,"IL",1.2018,0.5608768902
60954,"IL",0.6243,0.5332433451
60961,"IL",0.0829,0.3300135808
60964,"IL",0.5379,0.6275182258
60969,"IL",0.0061,0.2681818182
60512,"IL",0.2,0.7934926082
60536,"IL",0.0111,1.9267955801
60537,"IL",0.0663,2.2885174419
60538,"IL",2.6862,0.8425774878
60541,"IL",0.3297,1.1526961994
60543,"IL",3.7767,1.262457586
60545,"IL",1.3271,1.2747736693
60560,"IL",2.2598,1.3234710986
61401,"IL",3.4802,1.5750101129
61410,"IL",0.3533,2.5347607312
61414,"IL",0.0821,1.8072933987
61428,"IL",0.0884,3.6067320915
61430,"IL",0.0807,2.6741898148
61436,"IL",0.0979,2.3762258287
61439,"IL",0.0223,2.0755033557
61448,"IL",0.3865,3.4251675168
61458,"IL",0.1001,2.487055612
61467,"IL",0.114,1.5511749237
61472,"IL",0.051,1.8516207154
61474,"IL",0.0165,2.5056945901
61485,"IL",0.0583,2.7884321224
61488,"IL",0.1182,1.3848047193
61489,"IL",0.095,2.5469052224
61572,"IL",0.1221,2.0632269167
60002,"IL",2.4305,1.468859505
60010,"IL",4.4416,1.9117507844
60015,"IL",2.7373,0.8945842121
60020,"IL",1.0246,1.919143666
60030,"IL",3.6563,1.3198737567
60031,"IL",3.792,1.3580928279
60035,"IL",2.9837,1.3953850034
60040,"IL",0.54,1.5384615385
60041,"IL",0.8655,1.7735413589
60042,"IL",0.8556,1.557325487
60044,"IL",0.9683,1.1831427775
60045,"IL",2.0516,1.1286814902
60046,"IL",3.4859,1.5611080178
60047,"IL",4.2221,1.627922226
60048,"IL",2.9284,1.4184790568
60060,"IL",3.7947,1.5619795137
60061,"IL",2.6144,1.0986174531
60064,"IL",1.5898,1.1197959184
60069,"IL",0.8301,0.9176408873
60073,"IL",6.097,1.4120236721
60083,"IL",1.0382,1.4432377364
60084,"IL",1.5867,1.8355298013
60085,"IL",7.1112,1.1789378813
60087,"IL",2.6374,1.210382939
60088,"IL",1.3417,1.4326568266
60089,"IL",4.1584,0.9308476395
60096,"IL",0.691,1.1691241197
60099,"IL",3.1717,1.359271226
60470,"IL",0.058,0.8438456307
60518,"IL",0.3753,0.8862062512
60531,"IL",0.1708,0.5799238905
60549,"IL",0.0935,1.481247817
60551,"IL",0.4796,1.5960682226
60557,"IL",0.0026,4.3598066298
61301,"IL",1.0568,1.8646184654
61316,"IL",0.03,1.2077702703
61321,"IL",0.0194,0.600864012
61325,"IL",0.0925,1.0306383776
61332,"IL",0.0077,0.8664529915
61334,"IL",0.0563,0.9083503633
61341,"IL",0.7599,2.1581793875
61342,"IL",0.9119,0.950538211
61348,"IL",0.4576,2.8447554524
61350,"IL",2.407,1.4583684765
61354,"IL",1.0794,1.3907951535
61358,"IL",0.0432,0.6502578627
61360,"IL",0.3901,1.3696262465
61364,"IL",2.0266,0.9405141202
61370,"IL",0.1308,1.3798670085
61372,"IL",0.0141,3.9758064516
61373,"IL",0.185,1.222621587
62417,"IL",0.2075,1.3709122722
62439,"IL",0.7105,0.950095595
62460,"IL",0.0848,1.1429607109
62466,"IL",0.6607,1.2873043465
60530,"IL",0.0556,1.4215770262
60553,"IL",0.0864,0.9584274421
61006,"IL",0.169,0.9450980685
61021,"IL",2.2928,1.8550974707
61031,"IL",0.164,1.4365680022
61042,"IL",0.0461,0.5090919058
61057,"IL",0.015,0.9460023866
61310,"IL",0.3891,1.2032050287
61318,"IL",0.085,1.2050833132
61324,"IL",0.0057,0.8925
61353,"IL",0.1322,1.4294934641
61367,"IL",0.0761,1.2080877757
61378,"IL",0.054,0.8746752563
60420,"IL",0.6513,0.4870356441
60460,"IL",0.1372,0.8070421302
60920,"IL",0.0172,0.5028947368
60921,"IL",0.1325,0.7782651793
60929,"IL",0.0923,0.4684950623
60934,"IL",0.0314,0.6911016949
61311,"IL",0.0146,0.3156216069
61313,"IL",0.0151,0.8513205372
61319,"IL",0.1004,0.8258767135
61333,"IL",0.0264,0.4365684883
61739,"IL",0.4948,0.5801896961
61740,"IL",0.1779,0.5586168321
61741,"IL",0.1744,0.599532834
61743,"IL",0.0224,0.3829963999
61764,"IL",1.4404,0.5308481382
61769,"IL",0.0573,0.6600273957
61775,"IL",0.036,0.7917987322
61723,"IL",0.1762,1.4810360626
61751,"IL",0.0099,0.6592948718
62512,"IL",0.0471,0.6258805233
62518,"IL",0.0357,0.6593618808
62519,"IL",0.0051,0.6058743169
62541,"IL",0.0101,0.3482142857
62543,"IL",0.04,0.5536672168
62548,"IL",0.1765,0.7144408514
62634,"IL",0.0701,1.0180404532
62635,"IL",0.06,0.9453626182
62643,"IL",0.0405,0.609719283
62656,"IL",2.2386,0.7943417639
62666,"IL",0.0537,1.1812508814
62671,"IL",0.034,0.8625221239
61411,"IL",0.0344,0.7042894766
61416,"IL",0.0227,0.9399752475
61420,"IL",0.1121,1.4354369367
61422,"IL",0.3268,1.1239518383
61438,"IL",0.0881,1.5001103915
61440,"IL",0.0658,1.7444340017
61455,"IL",2.2084,1.7243668605
61470,"IL",0.0677,1.0092761266
61475,"IL",0.0321,0.6035446416
62326,"IL",0.2197,2.3713204607
62374,"IL",0.0382,2.8873753232
60012,"IL",1.1313,2.0359292248
60013,"IL",2.6241,2.422039031
60014,"IL",4.8379,1.4239283479
60021,"IL",0.5724,2.8801895307
60033,"IL",1.3686,1.370783848
60034,"IL",0.1795,1.0865078734
60050,"IL",3.2253,1.6824348511
60051,"IL",2.4787,1.6768600641
60071,"IL",0.3482,1.5684017481
60072,"IL",0.0881,1.8667840376
60081,"IL",0.9963,2.0963725267
60097,"IL",1.0883,1.7087197321
60098,"IL",3.2329,1.516496739
60102,"IL",3.267,2.8920264624
60142,"IL",2.7077,1.0615669721
60152,"IL",1.2825,1.1330541237
60156,"IL",2.8842,1.9558823529
60180,"IL",0.152,0.8181470138
61701,"IL",3.5511,1.6322701689
61704,"IL",3.6808,1.3009717111
61720,"IL",0.0179,0.7790891209
61722,"IL",0.0501,1.0766098564
61724,"IL",0.0532,0.7524449878
61725,"IL",0.1471,2.1191773598
61726,"IL",0.2454,0.6056661739
61728,"IL",0.1418,0.8801091238
61730,"IL",0.0404,0.7511733646
61731,"IL",0.0269,0.7711402334
61732,"IL",0.2037,1.8939838452
61736,"IL",0.1825,1.3527421034
61737,"IL",0.073,1.1359147932
61744,"IL",0.1863,0.7027866501
61745,"IL",0.4258,1.1648576223
61748,"IL",0.2776,1.3320471679
61752,"IL",0.4389,0.9877858232
61753,"IL",0.3076,1.0494090365
61754,"IL",0.1181,1.2074449576
61761,"IL",5.4454,1.1318573864
61770,"IL",0.0994,1.3049757861
61772,"IL",0.0371,1.0873085758
61774,"IL",0.0871,0.8770252357
61776,"IL",0.1582,0.7990566941
61756,"IL",0.2261,0.7362040785
62501,"IL",0.2523,0.9635689237
62513,"IL",0.1599,0.5982732547
62514,"IL",0.0195,1.1958174905
62521,"IL",3.5769,1.5066713058
62522,"IL",1.6547,1.8380562552
62523,"IL",0.1011,1.0568181818
62526,"IL",3.3487,0.9240932642
62532,"IL",0.0076,0.575
62535,"IL",0.3783,0.9209686775
62537,"IL",0.005,1.0011363636
62544,"IL",0.202,0.6853878769
62549,"IL",0.6071,1.3748656636
62551,"IL",0.0755,0.6226418865
62554,"IL",0.1635,0.6055025011
62573,"IL",0.1471,0.6703344644
62009,"IL",0.1932,2.0147398844
62012,"IL",0.6475,2.5784228769
62014,"IL",0.4266,1.7594411701
62023,"IL",0.0121,2.625
62033,"IL",0.4764,1.0713436257
62069,"IL",0.3158,1.5199878247
62079,"IL",0.0359,1.7021435122
62085,"IL",0.0188,2.2376302083
62088,"IL",0.6796,1.743912741
62093,"IL",0.0462,1.9452614379
62626,"IL",0.8459,1.4289615597
62630,"IL",0.0568,2.1440174326
62640,"IL",0.3787,1.0130186461
62649,"IL",0.0438,2.1806219415
62667,"IL",0.0309,1.3698001394
62672,"IL",0.0226,0.5815868263
62674,"IL",0.1413,1.780426256
62685,"IL",0.1756,1.8887655644
62690,"IL",0.4204,0.6419176112
62001,"IL",0.1692,1.0021413502
62002,"IL",3.2459,3.2484717018
62010,"IL",1.1083,1.9238224462
62018,"IL",0.3692,2.3270387701
62021,"IL",0.0728,2.1527897458
62024,"IL",0.9731,1.8447014925
62025,"IL",3.3742,1.6932684
62034,"IL",1.3933,2.2472468645
62035,"IL",1.6285,3.9010876212
62040,"IL",4.3027,0.6710008288
62046,"IL",0.075,0.4793956044
62048,"IL",0.1549,0.8625265393
62058,"IL",0.0833,0.8067765568
62060,"IL",0.4887,0.5453159645
62061,"IL",0.2095,1.236214539
62062,"IL",0.8161,2.3215732613
62067,"IL",0.2498,1.7887369034
62074,"IL",0.1391,1.0029567383
62084,"IL",0.1546,0.7616600791
62087,"IL",0.2294,0.4665021157
62090,"IL",0.1083,0.7621527778
62095,"IL",1.0977,1.650244798
62097,"IL",0.2602,1.6467535702
62234,"IL",3.2498,2.3886646143
62249,"IL",1.5726,1.3932957393
62281,"IL",0.2172,1.2847676807
62294,"IL",1.4548,1.6234876929
62801,"IL",2.2432,1.0463189941
62807,"IL",0.1024,1.3758889767
62849,"IL",0.2316,1.7858645717
62853,"IL",0.0943,1.4206672091
62854,"IL",0.1776,1.1836973479
62870,"IL",0.1855,1.2043933988
62875,"IL",0.1173,0.8540381044
62881,"IL",1.1183,1.000572973
62882,"IL",0.2193,0.6107989797
62892,"IL",0.0306,1.0512132637
62893,"IL",0.0798,1.507100939
61369,"IL",0.1555,1.080061082
61375,"IL",0.1135,1.5649808078
61377,"IL",0.1681,0.8403233274
61424,"IL",0.0101,1.823489011
61537,"IL",0.2783,1.8033654854
61540,"IL",0.2686,2.9045488911
61541,"IL",0.0129,1.3828125
61565,"IL",0.1656,2.3843512032
61570,"IL",0.1772,2.0870133515
61532,"IL",0.0518,0.5429185927
61546,"IL",0.4173,0.9371418198
61567,"IL",0.0522,1.2494085401
62617,"IL",0.0725,0.4764712313
62633,"IL",0.0659,0.9488345563
62644,"IL",0.52,1.115661333
62655,"IL",0.0631,0.8197185741
62664,"IL",0.305,1.3075286863
62682,"IL",0.0707,0.9123952371
62910,"IL",0.2414,2.4788266477
62953,"IL",0.0319,2.2885462555
62960,"IL",1.1732,2.6227351327
62613,"IL",0.3694,0.9779032574
62642,"IL",0.1605,1.0317084308
62673,"IL",0.0744,1.2477211796
62675,"IL",0.6113,2.0344074783
62688,"IL",0.061,1.0705541827
61231,"IL",0.5144,2.3469515102
61260,"IL",0.0815,2.5033302299
61263,"IL",0.0695,3.5232142857
61272,"IL",0.1454,1.2990004394
61276,"IL",0.0087,0.855193662
61281,"IL",0.2673,3.1647986322
61412,"IL",0.1279,1.8583857648
61442,"IL",0.067,0.7647103313
61465,"IL",0.1243,2.6159440314
61466,"IL",0.0348,1.8871918301
61476,"IL",0.0691,1.4203383264
61486,"IL",0.1554,2.9377196837
62236,"IL",1.2682,2.4970533262
62244,"IL",0.1175,4.2825358646
62248,"IL",0.0304,0.7083333333
62279,"IL",0.0058,2.828125
62295,"IL",0.1681,1.9501774922
62298,"IL",1.6534,2.8837909441
62015,"IL",0.0314,1.3393423892
62017,"IL",0.073,1.7550776583
62019,"IL",0.0411,1.5416471689
62032,"IL",0.0617,1.8365560015
62049,"IL",1.0994,1.9267671075
62051,"IL",0.0705,1.505499154
62056,"IL",0.8862,1.1370809752
62075,"IL",0.3251,1.0254039655
62076,"IL",0.0088,1.0882352941
62077,"IL",0.0235,3.3510416667
62089,"IL",0.0381,1.914244186
62091,"IL",0.0309,1.6423090158
62094,"IL",0.0872,0.8466061828
62533,"IL",0.0709,0.493932794
62538,"IL",0.0255,0.3799770291
62560,"IL",0.1048,0.7912275632
62572,"IL",0.0491,0.9900565235
62601,"IL",0.0518,0.6789797291
62628,"IL",0.0782,1.8835961517
62631,"IL",0.0248,2.1640649031
62638,"IL",0.1309,1.4788233616
62650,"IL",2.7069,1.5122135924
62665,"IL",0.1559,1.3734962058
62668,"IL",0.146,2.0619865758
62692,"IL",0.1872,1.0630225753
62695,"IL",0.0229,1.0967741935
61914,"IL",0.1721,0.7867292177
61925,"IL",0.081,0.3922697368
61928,"IL",0.0954,0.9164481526
61937,"IL",0.1974,0.4417517201
61951,"IL",0.8254,0.9055005724
60113,"IL",0.0363,1.1951219512
61007,"IL",0.0637,2.1140242011
61010,"IL",0.8266,2.6266965964
61015,"IL",0.0677,1.8407792273
61020,"IL",0.3301,1.2741464215
61030,"IL",0.2472,2.4641842251
61043,"IL",0.0087,1.2539325843
61047,"IL",0.166,2.8424095487
61049,"IL",0.0536,0.8848019195
61052,"IL",0.1014,1.3841171185
61054,"IL",0.3993,2.3735186156
61061,"IL",0.6649,3.2260421122
61064,"IL",0.3538,2.1253048421
61068,"IL",1.4916,0.9644830691
61084,"IL",0.2915,2.2539932807
61091,"IL",0.0082,3.9197860963
61451,"IL",0.0515,2.0742671158
61517,"IL",0.3141,2.4023679529
61523,"IL",1.1238,2.9657052744
61525,"IL",0.9549,2.4687330807
61526,"IL",0.1138,2.229067539
61528,"IL",0.262,2.6683596471
61529,"IL",0.2836,1.8982934033
61533,"IL",0.2313,3.1469685439
61536,"IL",0.2725,2.8067073797
61539,"IL",0.0213,2.4519650655
61547,"IL",0.424,3.1288578821
61552,"IL",0.0213,0.9091796875
61559,"IL",0.3241,2.0790008993
61562,"IL",0.0054,1.1428571429
61569,"IL",0.0925,2.3587520043
61602,"IL",0.0978,1.621686747
61603,"IL",1.6503,2.962622549
61604,"IL",3.179,4.0701990317
61605,"IL",1.5871,3.1430555556
61606,"IL",0.8197,2.1158730159
61607,"IL",1.1476,3.2018575652
61614,"IL",2.8632,3.9794550173
61615,"IL",2.271,3.8611259695
61616,"IL",0.6041,5.8655849359
61625,"IL",0.0284,0.25
62238,"IL",0.0686,1.3032957546
62274,"IL",0.8304,1.4566673424
62832,"IL",0.9067,1.1984676278
62888,"IL",0.2212,1.1442930613
62997,"IL",0.0422,0.8155487805
61813,"IL",0.1952,0.3273394314
61818,"IL",0.1557,0.5665907208
61830,"IL",0.0528,0.6369755441
61839,"IL",0.0682,0.4490805772
61854,"IL",0.1547,0.658707418
61855,"IL",0.0226,0.4881305638
61856,"IL",0.7344,0.9366079097
61884,"IL",0.1168,1.125062793
61929,"IL",0.069,0.2584923158
61936,"IL",0.0133,0.5176158301
62312,"IL",0.2359,4.0826061596
62314,"IL",0.0548,3.5825277727
62323,"IL",0.0195,2.4964536303
62340,"IL",0.1457,3.1548389735
62343,"IL",0.0572,1.0989671948
62345,"IL",0.045,5.118767313
62352,"IL",0.0296,1.3793103448
62355,"IL",0.0865,4.7975812998
62356,"IL",0.0527,2.4829908184
62357,"IL",0.0219,3.1756410256
62361,"IL",0.0763,5.3182696398
62362,"IL",0.0355,1.1709770115
62363,"IL",0.6134,3.3592060675
62366,"IL",0.1696,2.7256227304
62370,"IL",0.0487,2.8544395099
62928,"IL",0.0189,5.3640539484
62938,"IL",0.2997,5.1904173655
62947,"IL",0.0525,7.1584422728
62941,"IL",0.0759,2.8283194375
62956,"IL",0.0903,1.916468893
62963,"IL",0.0603,0.8056153184
62964,"IL",0.1561,2.5262468828
62970,"IL",0.0867,3.2511891549
62976,"IL",0.0396,1.3349369748
62992,"IL",0.0735,1.5379047619
62996,"IL",0.0427,2.4107081471
61326,"IL",0.2333,1.9244715208
61327,"IL",0.1339,2.2329836085
61335,"IL",0.0571,1.9731263814
61336,"IL",0.0703,2.5448584513
61340,"IL",0.0334,3.2490384615
61363,"IL",0.0228,1.121031746
61560,"IL",0.0441,2.3543996543
62217,"IL",0.0738,1.7657578423
62233,"IL",0.9769,4.8961493289
62237,"IL",0.2767,1.5132643579
62241,"IL",0.1176,3.6669300161
62242,"IL",0.1391,2.8427841086
62261,"IL",0.0149,1.9459184378
62272,"IL",0.1706,1.8254716981
62277,"IL",0.1513,2.8391767281
62278,"IL",0.7119,2.1204369528
62280,"IL",0.0426,6.1404947704
62286,"IL",0.6077,1.7888817866
62288,"IL",0.2886,2.8921341816
62292,"IL",0.0702,1.4599847561
62297,"IL",0.0244,1.8145153903
62419,"IL",0.0392,1.3920026375
62421,"IL",0.1022,1.2049576411
62425,"IL",0.0678,1.0032238697
62450,"IL",1.2165,1.1812326497
62452,"IL",0.047,1.3639824148
62868,"IL",0.1566,0.8455904528
61201,"IL",3.8986,2.0239205617
61232,"IL",0.1557,5.0759259259
61236,"IL",0.0109,0.3890410959
61239,"IL",0.1195,2.2445121951
61240,"IL",0.6248,3.2145164008
61242,"IL",0.1107,1.1347026364
61244,"IL",2.3772,1.8037588068
61256,"IL",0.2005,2.3032629559
61257,"IL",0.1081,1.5439704717
61259,"IL",0.1174,2.9086786921
61264,"IL",1.055,2.9551282051
61265,"IL",4.4731,2.2410732608
61275,"IL",0.4503,2.4367953946
61278,"IL",0.0291,4.4686213992
61279,"IL",0.1012,2.0212448153
61282,"IL",0.78,2.6401373283
61284,"IL",0.2187,2.8896944824
62059,"IL",0.0807,0.4870689655
62201,"IL",0.7897,0.6853768577
62203,"IL",0.7163,0.6639662994
62204,"IL",0.8612,0.363851096
62205,"IL",0.8645,0.3884500427
62206,"IL",1.6222,0.4601930036
62207,"IL",0.8445,0.5360824742
62208,"IL",1.6969,3.4346673095
62220,"IL",2.0065,1.6742786692
62221,"IL",2.9028,1.6940416141
62223,"IL",1.7344,3.7100444901
62225,"IL",0.5343,0.9237823674
62226,"IL",2.9624,1.7068686401
62232,"IL",0.7155,3.1148001321
62239,"IL",0.4895,2.0573117097
62240,"IL",0.223,2.352851711
62243,"IL",0.5914,1.725324988
62254,"IL",0.5691,1.5701205641
62255,"IL",0.0887,1.2517575809
62257,"IL",0.3139,1.0772283183
62258,"IL",0.9446,0.7170468575
62260,"IL",0.6784,2.3456629213
62264,"IL",0.3238,1.2985752925
62269,"IL",3.1791,2.0173511621
62282,"IL",0.0494,0.8082983193
62285,"IL",0.4372,1.5469443719
62289,"IL",0.0386,0.8801020408
62917,"IL",0.2481,1.9644318332
62930,"IL",0.6205,1.0397625379
62935,"IL",0.1552,1.8415876499
62946,"IL",1.3336,2.2878421775
62965,"IL",0.009,0.7894295302
62977,"IL",0.0595,1.5757955051
62987,"IL",0.1085,3.9205826322
62515,"IL",0.1101,0.8325404858
62520,"IL",0.1357,1.3356359005
62530,"IL",0.1551,0.5999086202
62536,"IL",0.102,1.0442307692
62539,"IL",0.1438,0.5589922588
62545,"IL",0.09,1.2877656298
62558,"IL",0.3575,0.7513508037
62561,"IL",0.5268,1.1438679245
62563,"IL",0.5927,1.0751699173
62615,"IL",0.5638,0.6906064461
62625,"IL",0.0688,1.7871807001
62629,"IL",1.3442,0.8962922574
62661,"IL",0.1258,0.859733025
62670,"IL",0.3417,0.7442958501
62677,"IL",0.2481,1.2308988242
62684,"IL",0.5759,1.3829495614
62689,"IL",0.0458,1.0298507463
62693,"IL",0.1755,0.8525494673
62701,"IL",0.1045,0.5639204545
62702,"IL",3.5928,1.3064907177
62703,"IL",3.0803,0.5961994421
62704,"IL",4.0172,0.7186602011
62707,"IL",0.7378,1.624557348
62711,"IL",1.6657,1.1481093903
62712,"IL",1.0099,1.1909744931
61452,"IL",0.0349,2.4764120203
62319,"IL",0.0331,3.2663494901
62344,"IL",0.0089,2.9353156205
62624,"IL",0.0527,4.4429637846
62639,"IL",0.0251,2.8276528996
62681,"IL",0.565,3.3650342735
62610,"IL",0.0251,1.6123595506
62621,"IL",0.1291,2.6026585326
62663,"IL",0.0385,0.8074034335
62694,"IL",0.2881,2.1386532125
61957,"IL",0.2161,1.0097119217
62422,"IL",0.1169,1.6566608715
62431,"IL",0.1128,2.2044374165
62438,"IL",0.04,1.5257646006
62444,"IL",0.0365,2.0457557707
62462,"IL",0.1081,0.9770808689
62463,"IL",0.1201,0.9808208403
62465,"IL",0.0987,0.8145896657
62534,"IL",0.1151,0.7932912642
62553,"IL",0.051,1.5080811138
62565,"IL",0.7541,1.3807842833
62571,"IL",0.1558,1.56979976
61421,"IL",0.1415,1.7515207219
61426,"IL",0.0079,1.435741688
61449,"IL",0.0546,2.0050740076
61479,"IL",0.0222,1.632904795
61483,"IL",0.1877,1.8056048835
61491,"IL",0.231,1.6874103451
61013,"IL",0.051,3.2633928571
61018,"IL",0.1091,2.8041805059
61019,"IL",0.3465,3.3194021862
61027,"IL",8e-04,1.5262096774
61032,"IL",3.125,2.4330054179
61039,"IL",0.0898,2.1816461333
61044,"IL",0.0132,2.9059206192
61048,"IL",0.4132,2.6106668977
61050,"IL",0.041,3.4570515598
61060,"IL",0.1502,3.3432686823
61062,"IL",0.2117,3.6164072996
61067,"IL",0.0658,2.2649070022
61070,"IL",0.1327,2.8566551888
61089,"IL",0.0771,3.3169526969
61534,"IL",0.1739,0.9038632498
61535,"IL",0.1331,1.8821497819
61550,"IL",1.7731,1.6607973937
61554,"IL",4.3691,2.032613609
61564,"IL",0.1093,0.8356164384
61568,"IL",0.4421,1.8763270981
61571,"IL",2.4147,2.4561643581
61610,"IL",0.5717,4.3819702602
61611,"IL",2.5495,3.1958135894
61721,"IL",0.0629,1.2514690011
61733,"IL",0.0998,1.8019166173
61734,"IL",0.288,1.1215549157
61747,"IL",0.1584,1.5656087885
61755,"IL",0.4708,2.1629639197
61759,"IL",0.1595,0.7457026349
62905,"IL",0.0829,8.3787292116
62906,"IL",0.6833,4.0804726815
